sched,job_id,node,submit,start,end,wait_ms,ci_cost,policy
themis_base,job-558,small-4,2025-10-19T17:10:00+02:00,2025-10-20T14:17:11.565072351+02:00,2025-10-20T14:18:09.565072351+02:00,76031565,0.000234,themis
themis_base,job-559,med-0,2025-10-19T17:10:00+02:00,2025-10-20T14:17:11.565072351+02:00,2025-10-20T14:17:56.565072351+02:00,76031565,0.000192,themis
themis_base,job-563,burst-0,2025-10-19T17:10:01+02:00,2025-10-20T14:17:12.565072351+02:00,2025-10-20T14:18:06.565072351+02:00,76031565,0.000242,themis
themis_base,job-570,small-0,2025-10-19T17:10:06+02:00,2025-10-20T14:17:13.565072351+02:00,2025-10-20T14:17:45.565072351+02:00,76027565,0.000129,themis
themis_base,job-572,small-0,2025-10-19T17:10:09+02:00,2025-10-20T14:17:15.565072351+02:00,2025-10-20T14:18:01.565072351+02:00,76026565,0.000185,themis
themis_base,job-585,burst-0,2025-10-19T17:10:25+02:00,2025-10-20T14:17:16.565072351+02:00,2025-10-20T14:18:05.565072351+02:00,76011565,0.00022,themis
themis_base,job-586,gpu-0,2025-10-19T17:10:25+02:00,2025-10-20T14:17:18.565072351+02:00,2025-10-20T14:18:13.565072351+02:00,76013565,0.000158,themis
themis_base,job-593,gpu-0,2025-10-19T17:10:31+02:00,2025-10-20T14:17:18.565072351+02:00,2025-10-20T14:18:16.565072351+02:00,76007565,0.000166,themis
themis_base,job-595,small-1,2025-10-19T17:10:33+02:00,2025-10-20T14:17:20.565072351+02:00,2025-10-20T14:18:09.565072351+02:00,76007565,0.000197,themis
themis_base,job-599,small-3,2025-10-19T17:10:36+02:00,2025-10-20T14:17:22.565072351+02:00,2025-10-20T14:18:08.565072351+02:00,76006565,0.000185,themis
themis_base,job-600,med-1,2025-10-19T17:10:39+02:00,2025-10-20T14:17:26.565072351+02:00,2025-10-20T14:18:06.565072351+02:00,76007565,0.000171,themis
themis_base,job-608,small-4,2025-10-19T17:10:47+02:00,2025-10-20T14:17:28.565072351+02:00,2025-10-20T14:18:07.565072351+02:00,76001565,0.000157,themis
themis_base,job-609,small-0,2025-10-19T17:10:47+02:00,2025-10-20T14:17:28.565072351+02:00,2025-10-20T14:18:12.565072351+02:00,76001565,0.000177,themis
themis_base,job-616,burst-0,2025-10-19T17:10:53+02:00,2025-10-20T14:17:29.565072351+02:00,2025-10-20T14:18:27.565072351+02:00,75996565,0.00026,themis
themis_base,job-619,small-1,2025-10-19T17:10:55+02:00,2025-10-20T14:17:30.565072351+02:00,2025-10-20T14:18:20.565072351+02:00,75995565,0.000201,themis
